2026-07-29T07:39:38.673530+00:00 | TRADEWATCH | no open positions
2026-07-30T16:42:35.061390+00:00 | TRADEWATCH | no open positions
2026-07-30T16:43:01.721566+00:00 | TRADEWATCH | no open positions
2026-07-30T16:43:25.850062+00:00 | TRADEWATCH | no open positions
2026-07-30T16:45:29.566685+00:00 | TRADEWATCH | no open positions
2026-07-30T16:47:35.060642+00:00 | TRADEWATCH | no open positions
2026-07-30T16:48:01.720623+00:00 | TRADEWATCH | no open positions
2026-07-30T16:48:25.848922+00:00 | TRADEWATCH | no open positions
2026-07-30T16:50:29.565603+00:00 | TRADEWATCH | no open positions
2026-07-30T16:52:35.059601+00:00 | TRADEWATCH | no open positions
2026-07-30T16:53:01.719890+00:00 | TRADEWATCH | no open positions
2026-07-30T16:53:25.848234+00:00 | TRADEWATCH | no open positions
2026-07-30T16:55:29.564800+00:00 | TRADEWATCH | no open positions
2026-07-30T16:57:35.059054+00:00 | TRADEWATCH | no open positions
2026-07-30T16:58:01.719048+00:00 | TRADEWATCH | no open positions
2026-07-30T16:58:25.847306+00:00 | TRADEWATCH | no open positions
2026-07-30T17:00:29.563555+00:00 | TRADEWATCH | no open positions
2026-07-30T17:02:35.057971+00:00 | TRADEWATCH | no open positions
2026-07-30T17:03:01.718228+00:00 | TRADEWATCH | no open positions
2026-07-30T17:03:25.846340+00:00 | TRADEWATCH | no open positions
2026-07-30T17:05:29.562827+00:00 | TRADEWATCH | no open positions
2026-07-30T17:07:35.057447+00:00 | TRADEWATCH | no open positions
2026-07-30T17:08:01.717356+00:00 | TRADEWATCH | no open positions
2026-07-30T17:08:25.845741+00:00 | TRADEWATCH | no open positions
2026-07-30T17:10:29.562515+00:00 | TRADEWATCH | no open positions
2026-07-30T17:12:35.056673+00:00 | TRADEWATCH | no open positions
2026-07-30T17:13:01.716345+00:00 | TRADEWATCH | no open positions
2026-07-30T17:13:25.844775+00:00 | TRADEWATCH | no open positions
2026-07-30T17:15:29.561527+00:00 | TRADEWATCH | no open positions
2026-07-30T17:17:35.055891+00:00 | TRADEWATCH | no open positions
2026-07-30T17:18:01.716176+00:00 | TRADEWATCH | no open positions
2026-07-30T17:18:25.843626+00:00 | TRADEWATCH | no open positions
2026-07-30T17:20:29.560368+00:00 | TRADEWATCH | no open positions
2026-07-30T17:22:35.055569+00:00 | TRADEWATCH | no open positions
2026-07-30T17:23:01.715110+00:00 | TRADEWATCH | no open positions
2026-07-30T17:23:25.842777+00:00 | TRADEWATCH | no open positions
2026-07-30T17:25:29.559998+00:00 | TRADEWATCH | no open positions
2026-07-30T17:27:35.054901+00:00 | TRADEWATCH | no open positions
2026-07-30T17:28:01.714259+00:00 | TRADEWATCH | no open positions
2026-07-30T17:28:25.842339+00:00 | TRADEWATCH | no open positions
2026-07-30T17:30:29.558914+00:00 | TRADEWATCH | no open positions
2026-07-30T17:32:35.054253+00:00 | TRADEWATCH | no open positions
2026-07-30T17:33:01.713281+00:00 | TRADEWATCH | no open positions
2026-07-30T17:33:25.841136+00:00 | TRADEWATCH | no open positions
2026-07-30T17:35:29.557902+00:00 | TRADEWATCH | no open positions
2026-07-30T17:37:35.053521+00:00 | TRADEWATCH | no open positions
2026-07-30T17:38:01.712496+00:00 | TRADEWATCH | no open positions
2026-07-30T17:38:25.840181+00:00 | TRADEWATCH | no open positions
2026-07-30T17:40:29.557083+00:00 | TRADEWATCH | no open positions
2026-07-30T17:42:35.052866+00:00 | TRADEWATCH | no open positions
2026-07-30T17:43:01.711879+00:00 | TRADEWATCH | no open positions
2026-07-30T17:43:25.839625+00:00 | TRADEWATCH | no open positions
2026-07-30T17:45:29.556158+00:00 | TRADEWATCH | no open positions
2026-07-30T17:47:35.052145+00:00 | TRADEWATCH | no open positions
2026-07-30T17:48:01.710744+00:00 | TRADEWATCH | no open positions
2026-07-30T17:48:25.839003+00:00 | TRADEWATCH | no open positions
2026-07-30T17:50:29.555323+00:00 | TRADEWATCH | no open positions
2026-07-30T17:52:35.051162+00:00 | TRADEWATCH | no open positions
2026-07-30T17:53:01.710079+00:00 | TRADEWATCH | no open positions
2026-07-30T17:53:25.838375+00:00 | TRADEWATCH | no open positions
2026-07-30T17:55:29.554632+00:00 | TRADEWATCH | no open positions
2026-07-30T17:57:35.050301+00:00 | TRADEWATCH | no open positions
2026-07-30T17:58:01.709140+00:00 | TRADEWATCH | no open positions
2026-07-30T17:58:25.837280+00:00 | TRADEWATCH | no open positions
2026-07-30T18:00:29.553785+00:00 | TRADEWATCH | no open positions
2026-07-30T18:02:35.049646+00:00 | TRADEWATCH | no open positions
2026-07-30T18:03:01.708013+00:00 | TRADEWATCH | no open positions
2026-07-30T18:03:25.836302+00:00 | TRADEWATCH | no open positions
2026-07-30T18:05:29.552751+00:00 | TRADEWATCH | no open positions
2026-07-30T18:07:35.048774+00:00 | TRADEWATCH | no open positions
2026-07-30T18:08:01.707162+00:00 | TRADEWATCH | no open positions
2026-07-30T18:08:25.835915+00:00 | TRADEWATCH | no open positions
2026-07-30T18:10:29.551833+00:00 | TRADEWATCH | no open positions
2026-07-30T18:12:35.048078+00:00 | TRADEWATCH | no open positions
2026-07-30T18:13:01.706230+00:00 | TRADEWATCH | no open positions
2026-07-30T18:13:25.836131+00:00 | TRADEWATCH | no open positions
2026-07-30T18:15:29.551321+00:00 | TRADEWATCH | no open positions
2026-07-30T18:17:35.047059+00:00 | TRADEWATCH | no open positions
2026-07-30T18:18:01.705340+00:00 | TRADEWATCH | no open positions
2026-07-30T18:18:25.835459+00:00 | TRADEWATCH | no open positions
2026-07-30T18:20:29.550665+00:00 | TRADEWATCH | no open positions
2026-07-30T18:22:35.046560+00:00 | TRADEWATCH | no open positions
2026-07-30T18:23:01.705190+00:00 | TRADEWATCH | no open positions
2026-07-30T18:23:25.834634+00:00 | TRADEWATCH | no open positions
2026-07-30T18:25:29.549666+00:00 | TRADEWATCH | no open positions
2026-07-30T18:27:35.045832+00:00 | TRADEWATCH | no open positions
2026-07-30T18:28:01.704493+00:00 | TRADEWATCH | no open positions
2026-07-30T18:28:25.833556+00:00 | TRADEWATCH | no open positions
2026-07-30T18:30:29.548709+00:00 | TRADEWATCH | no open positions
2026-07-30T18:32:35.045348+00:00 | TRADEWATCH | no open positions
2026-07-30T18:33:01.703495+00:00 | TRADEWATCH | no open positions
2026-07-30T18:33:25.832663+00:00 | TRADEWATCH | no open positions
2026-07-30T18:35:29.547732+00:00 | TRADEWATCH | no open positions
2026-07-30T18:37:35.044768+00:00 | TRADEWATCH | no open positions
2026-07-30T18:38:01.702517+00:00 | TRADEWATCH | no open positions
2026-07-30T18:38:25.832062+00:00 | TRADEWATCH | no open positions
2026-07-30T18:40:29.546672+00:00 | TRADEWATCH | no open positions
2026-07-30T18:42:35.043977+00:00 | TRADEWATCH | no open positions
2026-07-30T18:43:01.701771+00:00 | TRADEWATCH | no open positions
2026-07-30T18:43:25.831193+00:00 | TRADEWATCH | no open positions
2026-07-30T18:45:29.545920+00:00 | TRADEWATCH | no open positions
2026-07-30T18:47:35.043238+00:00 | TRADEWATCH | no open positions
2026-07-30T18:48:01.701060+00:00 | TRADEWATCH | no open positions
2026-07-30T18:48:25.831017+00:00 | TRADEWATCH | no open positions
2026-07-30T18:50:29.544963+00:00 | TRADEWATCH | no open positions
2026-07-30T18:52:35.042542+00:00 | TRADEWATCH | no open positions
2026-07-30T18:53:01.700637+00:00 | TRADEWATCH | no open positions
2026-07-30T18:53:25.829955+00:00 | TRADEWATCH | no open positions
2026-07-30T18:55:29.544061+00:00 | TRADEWATCH | no open positions
2026-07-30T18:57:35.041833+00:00 | TRADEWATCH | no open positions
2026-07-30T18:58:01.699951+00:00 | TRADEWATCH | no open positions
2026-07-30T18:58:25.829141+00:00 | TRADEWATCH | no open positions
2026-07-30T19:00:29.543612+00:00 | TRADEWATCH | no open positions
2026-07-30T19:02:35.040929+00:00 | TRADEWATCH | no open positions
2026-07-30T19:03:01.698914+00:00 | TRADEWATCH | no open positions
2026-07-30T19:03:25.828022+00:00 | TRADEWATCH | no open positions
2026-07-30T19:05:29.542882+00:00 | TRADEWATCH | no open positions
2026-07-30T19:07:35.040948+00:00 | TRADEWATCH | no open positions
2026-07-30T19:08:01.697779+00:00 | TRADEWATCH | no open positions
2026-07-30T19:08:25.827206+00:00 | TRADEWATCH | no open positions
2026-07-30T19:10:29.541850+00:00 | TRADEWATCH | no open positions
2026-07-30T19:12:35.039439+00:00 | TRADEWATCH | no open positions
2026-07-30T19:13:01.696819+00:00 | TRADEWATCH | no open positions
2026-07-30T19:13:25.826749+00:00 | TRADEWATCH | no open positions
2026-07-30T19:15:29.540938+00:00 | TRADEWATCH | no open positions
2026-07-30T19:17:35.039377+00:00 | TRADEWATCH | no open positions
2026-07-30T19:18:01.695979+00:00 | TRADEWATCH | no open positions
2026-07-30T19:18:25.825779+00:00 | TRADEWATCH | no open positions
2026-07-30T19:20:29.540097+00:00 | TRADEWATCH | no open positions
2026-07-30T19:22:35.038310+00:00 | TRADEWATCH | no open positions
2026-07-30T19:23:01.695211+00:00 | TRADEWATCH | no open positions
2026-07-30T19:23:25.824644+00:00 | TRADEWATCH | no open positions
2026-07-30T19:25:29.539313+00:00 | TRADEWATCH | no open positions
2026-07-30T19:27:35.037118+00:00 | TRADEWATCH | no open positions
2026-07-30T19:28:01.694285+00:00 | TRADEWATCH | no open positions
2026-07-30T19:28:25.824278+00:00 | TRADEWATCH | no open positions
2026-07-30T19:30:29.538157+00:00 | TRADEWATCH | no open positions
2026-07-30T19:32:35.036288+00:00 | TRADEWATCH | no open positions
2026-07-30T19:33:01.693083+00:00 | TRADEWATCH | no open positions
2026-07-30T19:33:25.823462+00:00 | TRADEWATCH | no open positions
2026-07-30T19:35:29.538276+00:00 | TRADEWATCH | no open positions
2026-07-30T19:37:35.035073+00:00 | TRADEWATCH | no open positions
2026-07-30T19:38:01.692268+00:00 | TRADEWATCH | no open positions
2026-07-30T19:38:25.822794+00:00 | TRADEWATCH | no open positions
2026-07-30T19:40:29.537165+00:00 | TRADEWATCH | no open positions
2026-07-30T19:42:35.034124+00:00 | TRADEWATCH | no open positions
2026-07-30T19:43:01.691021+00:00 | TRADEWATCH | no open positions
2026-07-30T19:43:25.821728+00:00 | TRADEWATCH | no open positions
2026-07-30T19:45:29.536444+00:00 | TRADEWATCH | no open positions
2026-07-30T19:47:35.033483+00:00 | TRADEWATCH | no open positions
2026-07-30T19:48:01.690079+00:00 | TRADEWATCH | no open positions
2026-07-30T19:48:25.820676+00:00 | TRADEWATCH | no open positions
2026-07-30T19:50:29.535675+00:00 | TRADEWATCH | no open positions
2026-07-30T19:52:35.032608+00:00 | TRADEWATCH | no open positions
2026-07-30T19:53:01.689280+00:00 | TRADEWATCH | no open positions
2026-07-30T19:53:25.819790+00:00 | TRADEWATCH | no open positions
2026-07-30T19:55:29.534011+00:00 | TRADEWATCH | no open positions
2026-07-30T19:57:35.029061+00:00 | TRADEWATCH | no open positions
2026-07-30T19:58:01.685481+00:00 | TRADEWATCH | no open positions
2026-07-30T19:58:25.815470+00:00 | TRADEWATCH | no open positions
2026-07-30T20:00:29.529435+00:00 | TRADEWATCH | no open positions
2026-07-30T20:02:35.024091+00:00 | TRADEWATCH | no open positions
2026-07-30T20:03:01.680148+00:00 | TRADEWATCH | no open positions
2026-07-30T20:03:25.810203+00:00 | TRADEWATCH | no open positions
2026-07-30T20:05:29.524269+00:00 | TRADEWATCH | no open positions
2026-07-30T20:07:35.018948+00:00 | TRADEWATCH | no open positions
2026-07-30T20:08:01.675381+00:00 | TRADEWATCH | no open positions
2026-07-30T20:08:25.804942+00:00 | TRADEWATCH | no open positions
2026-07-30T20:10:29.519317+00:00 | TRADEWATCH | no open positions
2026-07-30T20:12:35.014140+00:00 | TRADEWATCH | no open positions
2026-07-30T20:13:01.670528+00:00 | TRADEWATCH | no open positions
2026-07-30T20:13:25.799562+00:00 | TRADEWATCH | no open positions
2026-07-30T20:15:29.514845+00:00 | TRADEWATCH | no open positions
2026-07-30T20:17:35.009365+00:00 | TRADEWATCH | no open positions
2026-07-30T20:18:01.665510+00:00 | TRADEWATCH | no open positions
2026-07-30T20:18:25.794351+00:00 | TRADEWATCH | no open positions
2026-07-30T20:20:29.509574+00:00 | TRADEWATCH | no open positions
2026-07-30T20:22:35.004420+00:00 | TRADEWATCH | no open positions
2026-07-30T20:23:01.660476+00:00 | TRADEWATCH | no open positions
2026-07-30T20:23:25.789217+00:00 | TRADEWATCH | no open positions
2026-07-30T20:25:29.504244+00:00 | TRADEWATCH | no open positions
2026-07-30T20:27:34.999397+00:00 | TRADEWATCH | no open positions
2026-07-30T20:28:01.655388+00:00 | TRADEWATCH | no open positions
2026-07-30T20:28:25.784192+00:00 | TRADEWATCH | no open positions
2026-07-30T20:30:29.499315+00:00 | TRADEWATCH | no open positions
2026-07-30T20:32:34.994613+00:00 | TRADEWATCH | no open positions
2026-07-30T20:33:01.650088+00:00 | TRADEWATCH | no open positions
2026-07-30T20:33:25.779000+00:00 | TRADEWATCH | no open positions
2026-07-30T20:35:29.494275+00:00 | TRADEWATCH | no open positions
2026-07-30T20:37:34.989697+00:00 | TRADEWATCH | no open positions
2026-07-30T20:38:01.644970+00:00 | TRADEWATCH | no open positions
2026-07-30T20:38:25.774205+00:00 | TRADEWATCH | no open positions
2026-07-30T20:40:29.489868+00:00 | TRADEWATCH | no open positions
2026-07-30T20:42:34.984695+00:00 | TRADEWATCH | no open positions
2026-07-30T20:43:01.639672+00:00 | TRADEWATCH | no open positions
2026-07-30T20:43:25.769202+00:00 | TRADEWATCH | no open positions
2026-07-30T20:45:29.484904+00:00 | TRADEWATCH | no open positions
2026-07-30T20:47:34.980744+00:00 | TRADEWATCH | no open positions
2026-07-30T20:48:01.634586+00:00 | TRADEWATCH | no open positions
2026-07-30T20:48:25.764027+00:00 | TRADEWATCH | no open positions
2026-07-30T20:50:29.480161+00:00 | TRADEWATCH | no open positions
2026-07-30T20:52:34.975918+00:00 | TRADEWATCH | no open positions
2026-07-30T20:53:01.629681+00:00 | TRADEWATCH | no open positions
2026-07-30T20:53:25.758714+00:00 | TRADEWATCH | no open positions
2026-07-30T20:55:29.476070+00:00 | TRADEWATCH | no open positions
2026-07-30T20:57:34.973435+00:00 | TRADEWATCH | no open positions
2026-07-30T20:58:01.627461+00:00 | TRADEWATCH | no open positions
2026-07-30T20:58:25.757078+00:00 | TRADEWATCH | no open positions
2026-07-30T21:00:29.475496+00:00 | TRADEWATCH | no open positions
2026-07-30T21:02:34.972325+00:00 | TRADEWATCH | no open positions
2026-07-30T21:03:01.626861+00:00 | TRADEWATCH | no open positions
2026-07-30T21:03:25.756074+00:00 | TRADEWATCH | no open positions
2026-07-30T21:05:29.474728+00:00 | TRADEWATCH | no open positions
2026-07-30T21:07:34.971525+00:00 | TRADEWATCH | no open positions
2026-07-30T21:08:01.625941+00:00 | TRADEWATCH | no open positions
2026-07-30T21:08:25.755232+00:00 | TRADEWATCH | no open positions
2026-07-30T21:10:29.474399+00:00 | TRADEWATCH | no open positions
2026-07-30T21:12:34.970490+00:00 | TRADEWATCH | no open positions
2026-07-30T21:13:01.625607+00:00 | TRADEWATCH | no open positions
2026-07-30T21:13:25.754494+00:00 | TRADEWATCH | no open positions
2026-07-30T21:15:29.473337+00:00 | TRADEWATCH | no open positions
2026-07-30T21:17:34.969307+00:00 | TRADEWATCH | no open positions
2026-07-30T21:18:01.624887+00:00 | TRADEWATCH | no open positions
2026-07-30T21:18:25.753437+00:00 | TRADEWATCH | no open positions
2026-07-30T21:20:29.472519+00:00 | TRADEWATCH | no open positions
2026-07-30T21:22:34.968272+00:00 | TRADEWATCH | no open positions
2026-07-30T21:23:01.623926+00:00 | TRADEWATCH | no open positions
2026-07-30T21:23:25.752588+00:00 | TRADEWATCH | no open positions
2026-07-30T21:25:29.471722+00:00 | TRADEWATCH | no open positions
2026-07-30T21:27:34.967279+00:00 | TRADEWATCH | no open positions
2026-07-30T21:28:01.623096+00:00 | TRADEWATCH | no open positions
2026-07-30T21:28:25.751497+00:00 | TRADEWATCH | no open positions
2026-07-30T21:30:29.470618+00:00 | TRADEWATCH | no open positions
2026-07-30T21:32:34.966672+00:00 | TRADEWATCH | no open positions
2026-07-30T21:33:01.622137+00:00 | TRADEWATCH | no open positions
2026-07-30T21:33:25.750914+00:00 | TRADEWATCH | no open positions
2026-07-30T21:35:29.469466+00:00 | TRADEWATCH | no open positions
2026-07-30T21:37:34.965511+00:00 | TRADEWATCH | no open positions
2026-07-30T21:38:01.621198+00:00 | TRADEWATCH | no open positions
2026-07-30T21:38:25.749978+00:00 | TRADEWATCH | no open positions
2026-07-30T21:40:29.468665+00:00 | TRADEWATCH | no open positions
2026-07-30T21:42:34.964629+00:00 | TRADEWATCH | no open positions
2026-07-30T21:43:01.619768+00:00 | TRADEWATCH | no open positions
2026-07-30T21:43:25.749413+00:00 | TRADEWATCH | no open positions
2026-07-30T21:45:29.468023+00:00 | TRADEWATCH | no open positions
2026-07-30T21:47:34.963593+00:00 | TRADEWATCH | no open positions
2026-07-30T21:48:01.618968+00:00 | TRADEWATCH | no open positions
2026-07-30T21:48:25.748515+00:00 | TRADEWATCH | no open positions
2026-07-30T21:50:29.467185+00:00 | TRADEWATCH | no open positions
2026-07-30T21:52:34.962776+00:00 | TRADEWATCH | no open positions
2026-07-30T21:53:01.617988+00:00 | TRADEWATCH | no open positions
2026-07-30T21:53:25.747260+00:00 | TRADEWATCH | no open positions
2026-07-30T21:55:29.466257+00:00 | TRADEWATCH | no open positions
2026-07-30T21:57:34.961930+00:00 | TRADEWATCH | no open positions
2026-07-30T21:58:01.617162+00:00 | TRADEWATCH | no open positions
2026-07-30T21:58:25.746685+00:00 | TRADEWATCH | no open positions
2026-07-30T22:00:29.465296+00:00 | TRADEWATCH | no open positions
2026-07-30T22:02:34.961120+00:00 | TRADEWATCH | no open positions
2026-07-30T22:03:01.616382+00:00 | TRADEWATCH | no open positions
2026-07-30T22:03:25.745993+00:00 | TRADEWATCH | no open positions
2026-07-30T22:05:29.464485+00:00 | TRADEWATCH | no open positions
2026-07-30T22:07:34.960020+00:00 | TRADEWATCH | no open positions
2026-07-30T22:08:01.615487+00:00 | TRADEWATCH | no open positions
2026-07-30T22:08:25.744826+00:00 | TRADEWATCH | no open positions
2026-07-30T22:10:29.464018+00:00 | TRADEWATCH | no open positions
2026-07-30T22:12:34.959172+00:00 | TRADEWATCH | no open positions
2026-07-30T22:13:01.614601+00:00 | TRADEWATCH | no open positions
2026-07-30T22:13:25.744415+00:00 | TRADEWATCH | no open positions
2026-07-30T22:15:29.463139+00:00 | TRADEWATCH | no open positions
2026-07-30T22:17:34.958465+00:00 | TRADEWATCH | no open positions
2026-07-30T22:18:01.613563+00:00 | TRADEWATCH | no open positions
2026-07-30T22:18:25.743624+00:00 | TRADEWATCH | no open positions
2026-07-30T22:20:29.461932+00:00 | TRADEWATCH | no open positions
2026-07-30T22:22:34.957744+00:00 | TRADEWATCH | no open positions
2026-07-30T22:23:01.612785+00:00 | TRADEWATCH | no open positions
2026-07-30T22:23:25.742768+00:00 | TRADEWATCH | no open positions
2026-07-30T22:25:29.460703+00:00 | TRADEWATCH | no open positions
2026-07-30T22:27:34.957007+00:00 | TRADEWATCH | no open positions
2026-07-30T22:28:01.611791+00:00 | TRADEWATCH | no open positions
2026-07-30T22:28:25.742060+00:00 | TRADEWATCH | no open positions
2026-07-30T22:30:29.459746+00:00 | TRADEWATCH | no open positions
2026-07-30T22:32:34.956097+00:00 | TRADEWATCH | no open positions
2026-07-30T22:33:01.611173+00:00 | TRADEWATCH | no open positions
2026-07-30T22:33:25.741151+00:00 | TRADEWATCH | no open positions
2026-07-30T22:35:29.496524+00:00 | TRADEWATCH | no open positions
2026-07-30T22:36:19.692921+00:00 | TRADEWATCH | no open positions
2026-07-30T22:37:34.961207+00:00 | TRADEWATCH | no open positions
2026-07-30T22:38:01.611314+00:00 | TRADEWATCH | no open positions
2026-07-30T22:38:25.743008+00:00 | TRADEWATCH | no open positions
2026-07-30T22:40:29.534656+00:00 | TRADEWATCH | no open positions
2026-07-30T22:41:19.698400+00:00 | TRADEWATCH | no open positions
2026-07-30T22:42:34.967141+00:00 | TRADEWATCH | no open positions
2026-07-30T22:43:01.612036+00:00 | TRADEWATCH | no open positions
2026-07-30T22:43:25.744339+00:00 | TRADEWATCH | no open positions
2026-07-30T22:45:29.541649+00:00 | TRADEWATCH | no open positions
2026-07-30T22:46:19.698936+00:00 | TRADEWATCH | no open positions
2026-07-30T22:47:34.982462+00:00 | TRADEWATCH | no open positions
2026-07-30T22:48:01.617524+00:00 | TRADEWATCH | no open positions
2026-07-30T22:48:25.744864+00:00 | TRADEWATCH | no open positions
2026-07-30T22:50:29.606761+00:00 | TRADEWATCH | no open positions
2026-07-30T22:51:19.698194+00:00 | TRADEWATCH | no open positions
2026-07-30T22:52:34.985894+00:00 | TRADEWATCH | no open positions
2026-07-30T22:53:01.623737+00:00 | TRADEWATCH | no open positions
2026-07-30T22:53:25.743857+00:00 | TRADEWATCH | no open positions
2026-07-30T22:55:29.608986+00:00 | TRADEWATCH | no open positions
2026-07-30T22:56:19.698245+00:00 | TRADEWATCH | no open positions
